DATA,CFCT,NC-R,NC-I,NC-C,PT-TOT,PNT-TOT,TEMP-MAX,I-PLUV,IPAGRO,Q-BF,MR-PS,IMR-TOT,I-AEC,PFI-IG,IV-CVA
2023-07-01,,2509868.05779603,4147.99390168557,182424.50333868,,180689.368922293,27.6148488587321,,,,,,,,
2023-08-01,,2516084.3688132,4151.51108544004,182737.760014025,,157330.757534715,28.196752565176,,,,,,,,
2023-09-01,,2522316.07606705,4155.03125149918,183051.554609127,,155743.390166561,28.5732581316592,,,,,,,,
2023-10-01,,2528563.21769018,4158.55440239175,183365.888047696,,171340.105826319,28.5324496268985,,,,,,,,
2023-11-01,,2534825.83190964,4162.08054064867,183680.761255024,,130543.957096666,28.491254945399,,,,,,,,
2023-12-01,,2541103.95704716,4165.60966880299,183996.175157995,,205165.857475997,27.955029351073,,,,,,,,
2024-01-01,,2548170.26170815,4169.00517092737,184331.032491436,,157534.258800981,27.3774762910208,,,,,,,,
2024-02-01,,2555256.21635686,4172.40344081821,184666.499236641,,110664.994422645,27.0933072009614,,,,,,,,
2024-03-01,,2562361.875636,4175.80448073157,185002.576502688,,263883.733386821,27.2992652302922,,,,,,,,
2024-04-01,,2569487.29434023,4179.20829292539,185339.265400672,,128854.300065955,27.4591600679231,,,,,,,,
2024-05-01,,2576632.52741658,4182.61487965942,185676.567043712,,213617.35678674,27.8540086335382,,,,,,,,
2024-06-01,,2583797.62996488,4186.02424319526,186014.482546952,,302626.149962778,27.7086727438805,,,,,,,,
2024-07-01,,2590982.65723818,4189.43638579637,186353.013027564,,174034.813817281,27.6357597126879,,,,,,,,
2024-08-01,,2598187.66464317,4192.85130972803,186692.159604755,,150398.093965618,28.219156717078,,,,,,,,
2024-09-01,,2605412.70774063,4196.26901725738,187031.923399768,,140849.528919349,28.6103139627634,,,,,,,,
2024-10-01,,2612657.84224582,4199.68951065342,187372.305535886,,164727.003409529,28.5471149718494,,,,,,,,
2024-11-01,,2619923.12402897,4203.11279218696,187713.307138438,,122503.132733056,28.5157521388991,,,,,,,,
2024-12-01,,2627208.60911565,4206.53886413072,188054.9293348,,192697.081229541,27.9672113837781,,,,,,,,
2025-01-01,,2634255.61338531,4209.66549520058,188353.68949837,,150161.118370165,27.3558174077558,,,,,,,,
2025-02-01,,2641321.51994884,4212.79445022896,188652.924297917,,102194.34044364,27.0669474613615,,,,,,,,
2025-03-01,,2648406.37950817,4215.92573094321,188952.63448749,,252894.661234541,27.2916768518982,,,,,,,,
2025-04-01,,2655510.24290122,4219.05933907197,189252.820822334,,121086.636287418,27.4747961655319,,,,,,,,
2025-05-01,,2662633.16110228,4222.19527634515,189553.484058893,,208493.965724228,27.914607275864,,,,,,,,
2025-06-01,,2669775.18522238,4225.33354449396,189854.624954816,,292686.323599903,27.7461572843483,,,,,,,,
2025-07-01,,2676936.36650963,4228.47414525088,190156.244268952,,166220.594967394,27.7003699403774,,,,,,,,
2025-08-01,,2684116.75634962,4231.6170803497,190458.342761358,,142392.785828242,28.2595352814754,,,,,,,,
2025-09-01,,2691316.40626575,4234.76235152549,190760.921193297,,124450.117327868,28.6785180786558,,,,,,,,
2025-10-01,,2698535.36791964,4237.90996051459,191063.980327242,,156997.507020602,28.5937089649689,,,,,,,,
2025-11-01,,2705773.69311147,4241.05990905465,191367.520926878,,113445.84818261,28.5961101908506,,,,,,,,
2025-12-01,,2713031.43378039,4244.21219888463,191671.543757102,,178640.115398854,27.9990301517262,,,,,,,,
2026-01-01,,2720452.50651754,4247.20339865505,191951.470972923,,146513.809171472,27.4058229189502,,,,,,,,
2026-02-01,,2727893.87843732,4250.19670653781,192231.807009191,,97511.5163985821,27.1028331130423,,,,,,,,
2026-03-01,,2735355.60506497,4253.19212401863,192512.552462968,,247662.435381904,27.3311511243044,,,,,,,,
2026-04-01,,2742837.74207761,4256.1896525843,192793.707932191,,116984.204945561,27.5184764217151,,,,,,,,
2026-05-01,,2750340.34530466,4259.18929372266,193075.274015665,,206689.159658611,27.973504269805,,,,,,,,
2026-06-01,,2757863.47072822,4262.19104892259,193357.251313076,,288401.580432874,27.7892798350641,,,,,,,,
2026-07-01,,2765407.17448357,4265.194919674,193639.64042498,,162404.668032293,27.7562969023894,,,,,,,,
2026-08-01,,2772971.51285951,4268.2009074679,193922.441952814,,138288.148725947,28.3264724818625,,,,,,,,
2026-09-01,,2780556.54229881,4271.2090137963,194205.656498891,,114869.85183484,28.772249934153,,,,,,,,
2026-10-01,,2788162.31939863,4274.21924015229,194489.284666405,,153170.967158745,28.6468321020453,,,,,,,,
2026-11-01,,2795788.90091096,4277.23158803001,194773.327059431,,108467.958380987,28.6079914473734,,,,,,,,
2026-12-01,,2803436.343743,4280.24605892464,195057.784282925,,170932.410747587,28.0001169235738,,,,,,,,
2027-01-01,,2811482.52256863,4283.21657915917,195341.177722836,,142902.255384264,27.3997461735498,,,,,,,,
2027-02-01,,2819551.79483594,4286.18916095519,195624.982896337,,92797.4670964303,27.0896233959619,,,,,,,,
2027-03-01,,2827644.2268257,4289.16380574345,195909.200401624,,242513.412608229,27.366407310653,,,,,,,,
2027-04-01,,2835759.88500895,4292.14051495567,196193.830837759,,112881.285733637,27.534983575616,,,,,,,,
2027-05-01,,2843898.83604747,4295.11929002458,196478.874804678,,205016.289158661,27.9958404577944,,,,,,,,
2027-06-01,,2852061.14679439,4298.1001323839,196764.332903187,,284257.838522752,27.8048547362777,,,,,,,,
2027-07-01,,2860246.88429471,4301.08304346834,197050.205734965,,158633.911655326,27.7783260433647,,,,,,,,
2027-08-01,,2868456.11578586,4304.06802471361,197336.493902565,,134201.107131299,28.3457517956566,,,,,,,,
2027-09-01,,2876688.90869824,4307.05507755641,197623.198009416,,105153.661328017,28.7719066555689,,,,,,,,
2027-10-01,,2884945.3306558,4310.04420343445,197910.318659822,,149381.477797824,28.5957347418276,,,,,,,,
2027-11-01,,2893225.44947656,4313.03540378644,198197.856458968,,103460.972713111,28.5622897974154,,,,,,,,
2027-12-01,,2901529.3331732,4316.02868005206,198485.812012915,,163182.193083747,27.9669406337188,,,,,,,,
2028-01-01,,2909575.44668689,4318.96294686585,198752.350367373,,137471.062062732,27.3504409745378,,,,,,,,
2028-02-01,,2917643.87255219,4321.89920855093,199019.246645119,,86386.2439608004,27.0007689462398,,,,,,,,
2028-03-01,,2925734.67264258,4324.83746646354,199286.501326794,,234489.641083234,27.3177227772855,,,,,,,,
2028-04-01,,2933847.9090031,4327.7777219608,199554.114893681,,107068.930695269,27.4621820177825,,,,,,,,
2028-05-01,,2941983.64385088,4330.71997640079,199822.087827715,,201496.436862572,27.9579562276396,,,,,,,,
2028-06-01,,2950141.93957556,4333.66423114249,200090.420611474,,277156.195616756,27.8025046725471,,,,,,,,
2028-07-01,,2958322.85873979,4336.61048754582,200359.113728185,,152895.07866054,27.7800214863171,,,,,,,,
2028-08-01,,2966526.46407972,4339.55874697161,200628.167661724,,128253.877300585,28.3262925369455,,,,,,,,
2028-09-01,,2974752.81850546,4342.50901078162,200897.582896618,,92562.2613159816,28.7902677845443,,,,,,,,
2028-10-01,,2983001.98510158,4345.46128033854,201167.359918043,,143686.758393072,28.5844457740484,,,,,,,,
2028-11-01,,2991274.02712759,4348.41555700598,201437.499211827,,96615.9287541023,28.5383501930738,,,,,,,,
2028-12-01,,2999569.00801841,4351.3718421485,201708.001264451,,152564.913700064,27.958081250877,,,,,,,,
2029-01-01,,3008215.74959526,4354.28878891868,201970.284415849,,131715.793157916,27.3583998267509,,,,,,,,
2029-02-01,,3016887.41679965,4357.20769106725,202232.908616939,,79660.5332870779,26.9958378896306,,,,,,,,
