DATA,CFCT,NC-R,NC-I,NC-C,NC-RUR,NC-PPU,NC-IPU,NC-SPU,NC-PRO,NC-TOTAL,PT,PT-INT,PT-ISO,PT-TOT,PNT-INT,PN-ISO,PNT-TOT,TEMP-MIN,TEMP-MAX,I-PLUV,U-REL,IPAGRO,MR-BF,Q-BF,MR-PS,IMR-TOT,I-AEC,PFI-IG,IV-CVA
2010-05-01,497440.527999999,1419590,3728,133633,130061,14866,348,1530,262,1704018,256411.729239999,73249.6836375,3376.93669288,76626.62033038,173749.206362499,6035.90254712,179785.108909619,24.2096774193548,32.4612903225806,403.0,76.5483870967741,185.407082810692,115835933.535698,664325,651641127.611831,159.12687299032,148.0,96.3,80.1
2010-06-01,530365.093,1429839,3769,134551,129810,15009,350,1527,263,1715118,199066.995739999,70870.4879945,3270.26299163,74140.7509861299,121314.200005499,3612.04474837,124926.244753869,23.8433333333333,32.5466666666666,163.7,66.4666666666666,238.68062887526,116603682.220702,666723,655039373.953832,150.35619340552,156.12,97.1,74.8
2010-07-01,520505.525,1438783,3762,134627,129592,15365,351,1534,267,1724281,227645.871469999,72602.019133,3406.043351265,76008.0624842649,146474.821866999,5162.98711873499,151637.808985734,23.9290322580645,32.8516129032258,132.1,65.8387096774193,201.930223339989,117662762.054404,671713,658175828.324894,146.260974798128,153.32,100.0,81.3
2010-08-01,516722.306,1446931,3763,134781,129385,15406,350,1533,267,1732416,258073.09285,75206.8038625,3461.959205075,78668.763067575,173387.1271375,6017.202644925,179404.329782425,24.1516129032258,33.3645161290322,188.1,64.8064516129032,142.775996966977,120037668.146596,679676,660562025.046292,154.396589012369,153.72,106.0,82.6
2010-09-01,538236.473,1453430,3801,135120,129075,15593,357,1533,264,1739173,236640.70334,75283.3912015,3432.61978833,78716.01098983,152429.4957985,5495.19655167,157924.69235017,24.2066666666666,33.5466666666666,95.5,64.2333333333333,146.489211704632,118681089.50403,678917,660173118.60877,152.392177399758,149.88,99.3,82.2
2010-10-01,537190.804999999,1461404,3786,135662,128802,15620,354,1528,274,1747430,253899.21446,76777.2838035,3602.24789777,80379.53170127,167525.8121965,5993.87056223,173519.68275873,23.6548387096774,33.2451612903225,138.3,68.7096774193548,113.907106255261,119700071.853365,674681,659766330.002692,138.036219445568,146.81,100.9,81.7
2010-11-01,534854.561999999,1468647,3817,136205,128438,15693,355,1538,277,1754970,239570.942679999,75155.5307165,3480.08281466,78635.61353116,155885.941283499,5049.38786534,160935.329148839,24.01,33.6933333333333,136.2,68.7,121.691167193482,118525103.670376,678576,659676899.700897,135.283223771266,148.81,103.8,83.4
2010-12-01,535650.523,1475157,3806,136404,128179,15781,360,1542,270,1761499,239448.750129999,75231.0990759999,3533.603511435,78764.7025874349,154784.283923999,5899.76361856499,160684.047542564,23.9322580645161,32.8,226.2,73.3548387096774,166.072428162541,118546184.206514,680804,660329794.973611,179.946746007977,160.29,107.1,115.1
2011-01-01,503397.789,1482460,3783,136334,127845,15789,355,1559,268,1768393,224877.419699999,70826.9274915,3267.32495165,74094.25244315,146297.524508499,4485.64274835,150783.167256849,23.1709677419354,31.1,520.3,82.3870967741935,190.733613472804,113894180.977791,683061,694653954.44991,169.148363628856,153.78,99.1,77.2
2011-02-01,462394.298,1489180,3798,136515,127332,15791,369,1580,269,1774834,203297.09048,64697.0156685,2953.65396576,67650.66963426,131468.6883315,4177.73251424,135646.42084574,23.2142857142857,30.95,332.9,83.8928571428571,120.221454029216,114467865.62364,690463,692376510.454187,157.15412852993,136.9,86.0,74.9
2011-03-01,500732.445,1503810,3804,137263,126740,15869,367,1582,270,1789705,241429.64094,72036.4560585,3380.24205303,75416.69811153,159495.4489415,6517.49388697,166012.94282847,23.3419354838709,31.2419354838709,544.4,81.6129032258064,130.502146842628,113748367.579649,691083,693210593.897059,174.838054416338,141.56,91.2,79.8
2011-04-01,492723.365,1512475,3747,138179,125995,15975,370,1584,270,1798595,231297.104709999,70286.741494,3284.469598645,73571.211092645,152128.836505999,5597.05711135499,157725.893617354,23.5,31.4933333333333,580.7,79.5666666666666,135.10436867284,135924423.716331,697350,691631525.919734,158.755894282407,142.12,94.2,78.0
2011-05-01,512280.669,1521070,3739,139483,124893,16060,370,1583,273,1807471,266054.01962,75744.7669305,3354.16933969,79098.93627019,181627.8540695,5327.22928030999,186955.08334981,24.358064516129,33.3064516129032,477.8,72.8064516129032,183.192491014278,134837763.478832,693601,690251915.213436,177.757306392294,155.36,102.3,84.5
2011-06-01,553354.327,1533797,3762,140381,124780,16214,370,1589,260,1821153,216803.289609999,74855.1634,3339.946808695,78195.110208695,133823.638599999,4784.540801305,138608.179401304,23.4133333333333,32.81,241.5,67.3,226.268989592061,134473100.119986,691857,694023865.047715,168.744128289502,167.22,100.6,83.7
2011-07-01,543443.235,1540548,3759,140552,124529,16256,374,1594,271,1827883,238048.733519999,75922.070458,3485.58176574,79407.6522237399,152700.260541999,5940.82075425999,158641.081296259,23.2225806451612,32.6612903225806,195.3,66.6129032258064,194.284812832347,134296446.891373,691477,695517100.10416,164.50627771709,164.95,111.3,84.8
2011-08-01,547659.267999999,1534532,3731,138797,123923,16377,375,1599,270,1819604,278505.46431,98027.936672,4534.208191296,102562.144863296,170019.090328,5924.229118704,175943.319446704,23.2387096774193,33.6806451612903,191.1,65.6451612903225,147.429682329381,135771703.911971,686487,697400025.917045,173.242700419062,164.2,110.2,87.8
2011-09-01,559871.66,1519870,3715,136693,123555,16479,379,1607,277,1802575,265843.988459999,97865.7154624,4507.498769536,102373.214231935,158039.152537599,5431.62169046399,163470.774228063,23.95,33.7033333333333,75.7,0.635333333333333,151.929507463973,153025832.68367,754803,695018656.203795,168.74799931081,157.35,104.6,84.7
2011-10-01,551507.130999999,1513383,3702,135546,123158,16576,383,1614,274,1794636,287496.51203,99594.612832,4511.80384364799,104106.416675648,177082.021167999,6308.07418635199,183390.095354351,23.5967741935483,33.2967741935483,139.1,66.516129032258,117.490902127408,152507644.365499,757284,694871874.842802,156.539325246624,152.78,105.5,85.5
